사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-06,7호선,488,건대입구,28,0,"4,324",884,"4,900","6,930","12,146","16,923","19,153","31,068","14,263","24,453","10,589","17,510","11,453","15,989","12,789","17,828","14,152","20,316","15,909","19,236","19,837","18,306","23,251","18,807","31,598","23,903","32,630","38,146","22,598","27,397","25,928","14,870","22,055","11,822","19,485","10,047","9,284","6,445",4,"3,350",1,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,489,뚝섬유원지,6,0,"5,131",534,"8,883","4,257","21,410","5,791","29,601","11,748","17,841","8,522","9,329","6,403","7,361","7,721","7,765","8,597","8,252","10,438","7,878","12,385","9,207","15,709","11,670","18,925","14,582","26,196","16,469","38,052","14,315","30,316","17,151","17,743","22,486","14,322","23,582","11,770","9,913","6,119",3,426,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,490,청담,53,0,"2,594","3,864","6,272","28,833","9,975","61,184","13,737","153,494","10,883","94,349","10,689","35,996","12,077","20,151","14,173","17,639","15,941","21,536","19,445","17,120","27,882","15,137","35,217","15,576","59,370","17,896","113,981","20,247","58,149","13,749","32,992","9,010","30,513","8,584","23,668","5,661","6,213","4,046",11,"2,441",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,491,강남구청,7,0,"1,649","1,752","3,895","11,737","6,330","31,922","9,003","107,521","7,687","94,121","7,292","33,115","9,144","20,335","10,638","17,536","13,108","18,571","16,083","15,925","21,717","14,866","24,598","14,004","39,100","16,099","87,161","18,371","50,569","12,647","30,192","7,869","30,584","6,669","24,575","4,901","8,298","4,093",12,410,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,492,학동,1,0,"2,205","2,454","4,705","21,749","7,870","53,707","10,459","186,126","9,464","134,604","9,253","43,899","11,319","23,745","13,885","19,338","17,100","21,925","22,296","19,606","27,790","16,439","32,641","15,674","63,590","17,089","164,951","18,934","77,829","12,183","38,651","7,622","34,853","6,130","26,497","4,834","8,818","3,447",24,273,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,493,논현,25,0,"3,188","1,483","5,140","16,843","8,946","47,312","14,506","122,551","12,743","98,667","10,567","36,790","12,165","21,796","13,939","19,872","16,129","22,504","19,286","20,188","23,627","18,579","28,127","20,128","51,558","24,569","105,390","33,196","60,989","21,603","36,336","12,018","37,868","9,814","34,414","8,037","14,969","5,627",60,542,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,494,반포,0,0,"1,192",663,"3,522","6,477","8,810","12,495","11,582","21,433","7,668","16,812","5,287","8,307","5,502","8,547","6,842","8,902","7,487","8,384","7,590","7,375","9,321","7,095","13,059","7,359","14,699","8,829","18,222","11,649","12,145","7,844","9,021","4,811","10,126","4,156","8,489","3,893","2,271","2,392",10,147,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,495,고속터미널,37,0,"1,119","2,569","2,980","21,598","9,397","37,704","15,574","52,407","17,620","33,301","16,970","22,154","18,974","19,864","19,490","18,305","20,715","21,503","20,945","20,059","28,651","15,631","31,478","15,631","48,532","16,643","50,845","20,031","30,331","13,912","29,700","8,114","27,200","8,056","23,131","4,348","7,100","2,913",24,319,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,496,내방,9,0,"2,439","1,390","6,947","10,740","16,841","23,871","26,436","80,961","17,872","41,631","12,340","18,065","12,537","13,151","13,080","12,783","15,147","15,317","15,468","13,887","17,048","14,253","21,707","15,466","34,139","18,969","70,968","28,551","25,999","20,309","17,476","11,708","17,303","10,196","12,961","9,352","4,087","5,557",4,"2,762",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,497,이수,20,0,"4,966","1,145","8,724","9,788","26,427","14,112","41,579","42,841","25,404","27,842","16,805","17,680","15,704","15,601","16,885","16,193","18,656","18,207","18,731","18,212","20,528","19,608","23,143","23,164","28,148","30,913","42,415","51,636","25,255","38,040","22,669","19,650","24,037","16,927","21,956","14,620","10,488","9,380",29,806,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,498,남성,8,0,"5,944",719,"12,675","4,068","38,579","6,157","56,459","13,833","29,430","10,015","16,324","8,999","13,343","9,208","13,259","9,650","13,435","10,914","12,000","11,424","11,406","13,952","11,968","16,708","13,302","22,825","14,969","40,754","9,369","31,618","7,956","18,820","7,718","17,004","5,968","15,457","2,509","10,031",22,624,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,499,숭실대입구(살피재),16,1,"5,865",713,"11,804","3,890","36,977","8,108","51,979","19,545","26,259","16,789","14,868","13,045","14,250","12,934","14,612","13,343","15,441","14,469","14,295","14,957","14,752","16,025","17,158","18,761","20,730","25,547","19,429","44,935","12,673","34,907","11,093","20,496","10,859","18,083","9,524","17,414","4,719","12,022",11,"1,203",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,500,상도,0,0,"4,414","1,447","10,627","7,733","31,494","8,068","41,265","16,758","23,597","12,434","13,797","9,477","12,047","8,640","12,072","9,565","12,131","10,541","11,122","10,613","11,746","12,640","15,074","14,042","17,700","19,991","18,482","35,244","9,752","27,154","7,685","16,045","7,540","14,550","7,712","13,783","3,601","9,138",14,763,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,501,장승배기,16,0,"6,891","1,049","12,095","4,220","30,201","8,547","43,623","17,378","25,217","10,097","14,106","9,193","11,602","9,306","11,970","9,263","12,174","10,320","11,478","10,878","10,742","13,084","11,988","14,623","13,280","20,476","16,240","34,401","8,851","27,418","7,107","16,094","7,079","15,297","6,147","13,601","2,263","9,212",10,709,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,502,신대방삼거리,34,0,"10,251","1,451","17,309","7,277","50,362","13,680","78,194","32,916","40,651","18,185","21,689","12,856","18,250","11,604","19,580","12,699","18,464","14,033","16,640","15,438","17,027","18,369","20,396","21,611","22,402","30,100","29,993","57,981","15,611","47,247","12,260","27,615","10,198","24,880","8,706","22,291","3,595","15,580",18,"1,094",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,503,보라매,41,0,"6,426","2,196","8,008","6,817","21,885","20,119","32,413","42,626","18,536","12,791","10,673","8,157","10,540","7,610","10,634","9,025","10,133","9,174","10,694","8,737","14,686","9,690","14,943","11,151","18,023","16,670","34,049","27,859","12,294","22,437","8,533","12,503","7,918","11,360","5,787","10,405","2,263","6,927",11,737,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,504,신풍,56,0,"10,085","1,604","14,875","7,459","37,368","10,766","45,934","19,691","24,956","10,672","14,047","8,560","11,687","8,172","12,369","8,817","12,250","9,873","11,090","10,129","11,493","12,527","13,855","14,651","16,777","23,589","18,960","37,449","10,486","28,814","7,343","16,496","6,395","16,129","4,699","15,148","1,883","8,595",9,"1,804",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,505,대림(구로구청),29,1,"11,813","1,138","8,158","4,053","14,640","6,988","19,558","17,597","14,779","12,528","9,897","11,084","9,734","10,787","10,705","10,636","11,188","10,608","11,266","10,532","12,062","11,673","13,590","12,923","14,925","19,031","17,232","21,773","10,848","14,453","8,380","9,913","7,125","11,565","5,411","10,352","2,609","4,873",18,251,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,506,남구로,21,1,"17,679","1,978","14,235","6,903","28,453","29,524","33,243","102,126","20,236","46,759","13,128","16,934","11,943","13,432","12,925","12,262","12,739","12,745","12,196","12,557","13,781","14,443","16,560","17,126","35,350","29,508","77,959","31,840","34,876","21,060","18,559","14,455","13,235","15,785","9,090","14,266","3,470","7,805",24,502,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,507,가산디지털단지,630,1,"6,541","5,442","8,457","23,064","20,123","120,876","21,333","394,412","16,207","216,609","15,576","56,836","20,147","34,765","24,692","31,274","29,653","32,895","34,164","29,351","43,163","27,105","60,126","25,232","170,471","27,089","324,662","32,376","138,136","23,979","75,171","13,415","62,241","10,395","35,103","10,162","11,369","6,652",113,"1,025",1,1,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,508,철산,8,0,"11,199","4,789","28,751","11,440","86,138","15,520","90,417","32,026","43,513","23,570","25,644","17,721","23,304","17,859","24,135","19,572","23,523","22,075","21,463","23,402","22,681","26,340","26,972","32,534","33,142","50,145","34,091","92,796","21,215","79,077","18,710","38,658","18,838","33,167","16,384","30,939","6,796","18,325",95,"3,516",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,509,광명사거리,136,0,"23,628","5,467","32,756","12,460","83,541","16,476","100,273","27,706","50,498","21,526","29,578","19,648","26,213","21,252","27,641","23,115","27,817","24,184","25,387","25,430","25,002","31,424","28,910","37,693","34,091","52,871","32,678","88,362","22,640","72,169","17,341","39,575","13,852","33,304","9,943","29,931","3,677","17,530",57,"3,008",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,510,천왕,61,0,"7,162",949,"15,319","4,658","43,376","7,603","52,222","13,002","25,307","6,761","13,124","6,047","10,750","6,458","10,966","7,786","10,758","8,206","9,527","8,694","9,993","11,035","11,484","13,805","11,484","20,116","11,838","38,016","6,708","34,881","4,883","18,130","3,864","15,816","3,202","13,501","1,091","8,745",35,"1,338",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,511,온수(성공회대입구),104,1,"8,179",987,"16,040","4,190","49,167","12,280","57,646","16,689","23,170","7,243","11,497","5,743","10,148","5,656","10,510","7,551","10,019","7,448","8,564","7,880","9,151","9,850","12,905","12,467","13,464","19,603","13,836","41,262","6,564","34,954","4,730","18,615","4,489","16,340","3,117","14,185","1,395","9,981",17,"3,919",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,512,까치울,1,0,"3,794",993,"10,462","3,857","30,634","5,286","37,026","9,732","16,603","4,448","8,398","4,523","7,444","5,488","7,633","6,318","8,079","6,235","6,951","6,288","7,481","7,361","8,470","9,976","9,708","17,204","9,952","27,782","6,192","24,909","5,061","14,269","4,230","11,857","3,070","11,834","1,035","6,750",0,13,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,513,부천종합운동장,17,0,"3,573","1,060","5,929","2,722","16,468","5,255","19,302","11,185","9,521","4,471","5,479","3,345","5,099","2,812","4,690","2,799","4,264","3,408","3,830","3,309","3,989","3,810","4,771","4,594","6,997","6,945","9,925","12,405","4,310","10,905","2,766","6,523","2,231","5,347","1,575","4,895",576,"3,466",1,27,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,514,춘의,0,0,"4,894","1,314","9,397","6,066","23,016","24,745","23,520","47,401","12,498","16,991","8,492","7,204","6,982","5,628","7,354","5,727","7,871","6,782","7,836","6,281","8,365","6,911","10,850","8,026","25,161","10,477","39,956","18,736","13,543","17,176","8,805","10,705","7,035","9,686","4,027","7,915","1,329","6,022",2,38,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,515,신중동,7,0,"5,483","2,128","16,428","5,931","44,574","14,359","42,104","42,906","19,980","25,129","13,717","13,662","13,585","11,156","14,221","11,785","14,125","13,944","14,283","13,420","15,222","14,552","17,728","16,969","24,096","22,644","40,899","40,621","17,541","42,340","18,071","19,358","10,987","16,216","9,253","14,633","3,866","12,529",4,373,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,516,부천시청,12,4,"5,765","2,168","15,690","6,063","42,568","13,845","39,620","24,042","17,452","17,876","11,657","10,758","11,424","9,645","12,154","10,504","12,118","12,469","11,852","12,413","13,382","12,257","16,321","15,333","20,262","18,961","22,651","37,995","13,982","37,565","15,352","18,354","10,077","14,240","8,257","12,238","3,003","9,351",15,907,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,517,상동,5,1,"4,188","1,846","15,751","5,101","39,032","10,965","35,317","26,126","16,018","22,773","11,175","13,150","11,614","12,521","13,101","13,850","13,229","14,748","12,895","15,194","15,154","14,723","17,501","16,850","20,903","23,327","26,826","41,055","15,901","36,471","13,737","19,615","15,238","14,468","14,320","12,250","4,670","9,004",24,"1,494",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,518,삼산체육관,11,1,"2,792",236,"10,174","1,105","22,992","2,964","21,233","5,456","8,872","2,653","5,460","2,305","5,108","2,469","5,039","3,129","4,533","3,384","4,251","3,688","4,423","4,420","5,638","5,291","4,774","8,356","4,727","16,904","2,574","15,182","1,889","9,029","1,612","7,044","1,320","6,616",635,"4,372",9,"1,148",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,519,굴포천,6,0,"6,490",530,"14,827","2,862","34,834","5,287","34,648","10,882","17,437","7,491","10,146","6,079","9,328","6,054","9,367","6,914","8,795","8,079","8,179","8,273","8,075","9,257","9,327","11,083","10,254","17,950","12,253","34,734","6,867","34,026","5,108","19,306","5,375","14,705","4,221","13,095","2,224","8,028",41,"1,778",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,7호선,520,부평구청,39,0,"8,114",757,"21,577","5,244","63,003","9,384","51,265","12,947","22,639","5,821","12,184","4,823","10,553","4,912","10,793","5,848","10,031","6,721","8,687","7,164","8,749","8,379","9,893","10,744","14,722","16,446","14,548","32,683","7,870","37,555","5,942","21,319","5,129","16,432","3,633","15,438","1,274","10,512",1,"2,222",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,8호선,521,암사,13,0,"13,495","1,082","26,229","6,538","80,927","8,869","102,022","16,944","48,618","13,044","24,197","11,048","20,514","12,247","20,854","14,033","20,848","15,196","17,697","16,778","16,469","21,749","18,084","26,749","20,036","38,059","22,757","69,858","13,089","55,874","9,764","33,068","8,226","27,563","6,003","26,684","2,168","15,371",1,"2,085",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,8호선,522,천호(풍납토성),33,0,"11,026","1,638","17,775","10,902","44,271","16,170","60,199","30,829","34,338","25,382","18,568","17,441","17,718","18,679","19,121","19,317","19,587","22,330","18,695","22,425","19,386","26,923","21,858","30,821","26,501","43,119","32,209","71,612","20,864","52,887","18,526","28,063","15,106","25,155","11,947","21,761","4,771","13,722",22,"2,256",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,8호선,523,강동구청,28,0,"4,820",869,"11,008","4,693","30,789","13,891","39,795","34,506","21,280","13,790","12,500","9,355","11,406","8,363","11,210","9,569","11,668","10,556","10,973","11,068","11,379","11,886","12,917","15,789","16,591","19,590","26,537","34,366","10,122","27,797","7,376","15,422","6,813","13,501","4,892","12,787","1,605","7,097",5,848,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,8호선,524,몽촌토성(평화의문),4,0,"1,496","1,218","3,177","5,606","9,173","8,798","12,962","24,935","8,074","11,718","5,311","6,877","5,154","5,756","5,573","5,633","5,765","6,072","5,989","5,567","6,786","5,764","8,819","6,634","12,576","8,322","19,848","13,213","8,395","9,481","6,029","6,229","5,699","4,890","4,156","5,072","2,156","2,352",1,279,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,8호선,525,잠실(송파구청),7,0,"1,408","2,220","3,997","9,120","7,943","26,884","12,945","71,181","9,516","39,216","8,552","19,193","10,528","21,431","12,276","20,315","14,292","23,145","17,461","21,085","21,597","22,341","25,361","21,446","37,370","26,138","58,531","35,684","33,015","20,246","29,193","10,704","24,668","7,891","19,294","6,157","6,395","3,327",12,843,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,8호선,526,석촌,1,0,"3,271",580,"5,320","3,849","16,334","7,734","23,219","21,345","12,795","15,832","8,572","10,096","8,125","9,703","9,171","9,900","9,386","10,863","8,754","11,074","9,336","11,539","10,815","13,376","13,380","16,694","18,829","27,455","10,260","19,757","8,175","11,154","8,414","10,022","7,160","8,247","2,648","5,814",10,629,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,8호선,527,송파,6,0,"2,758",526,"9,685","4,297","30,134","11,842","34,722","18,488","18,628","9,897","11,841","7,182","11,057","6,804","11,126","9,045","10,833","8,231","10,739","9,338","12,018","10,368","14,263","13,097","13,615","17,192","16,978","29,006","8,658","22,952","6,268","12,916","5,176","12,333","3,551","10,010","1,400","6,592",10,765,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,8호선,528,가락시장,37,0,"2,744","2,253","5,276","6,956","9,545","13,443","12,728","36,878","9,373","18,170","9,193","11,953","9,117","9,868","8,859","10,359","9,681","9,396","10,205","9,948","11,725","10,280","12,883","11,474","16,701","13,317","27,557","19,318","12,224","15,054","9,721","9,573","11,078","8,001","8,646","6,370","3,439","4,061",14,"2,111",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,8호선,529,문정,4,0,"2,505","2,627","6,534","10,471","22,218","40,367","30,493","159,815","18,738","79,540","14,135","24,261","14,613","17,715","16,126","15,021","18,351","18,869","21,160","16,113","24,229","17,172","26,494","16,803","58,802","21,592","123,166","30,758","43,779","25,207","26,813","14,354","24,282","11,546","18,998","10,735","5,388","6,570",12,116,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,8호선,530,장지,1,0,"5,040","2,117","16,271","9,244","48,827","22,750","54,715","47,850","27,518","32,656","17,043","17,763","15,321","19,684","17,270","19,328","18,767","19,596","17,707","19,442","20,470","21,344","25,709","23,208","33,771","31,506","48,320","50,146","27,275","36,312","22,518","19,834","20,402","17,321","13,987","15,616","3,512","10,083",1,274,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,8호선,531,복정,7,0,"3,862","2,261","10,569","9,127","30,720","12,369","39,394","18,640","22,180","11,195","12,293","7,723","10,067","7,056","10,346","8,966","10,441","8,332","10,383","9,010","11,013","9,537","13,877","12,026","21,645","17,821","25,106","30,894","15,764","24,947","9,547","14,331","7,451","13,285","6,998","12,133","2,377","5,870",4,686,0,1,0,0,0,0,2020-07-03 13:43:21
2020-06,8호선,532,산성,8,0,"4,659",695,"7,118","4,451","18,342","4,538","22,490","12,218","12,365","7,055","7,267","6,247","6,618","4,550","7,003","4,726","6,571","5,160","6,746","5,077","7,198","7,260","10,155","7,934","11,398","10,964","7,720","16,740","4,197","15,431","3,162","9,745","2,534","9,028","1,465","8,374",688,"4,493",1,718,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,8호선,533,남한산성입구(성남법원.검찰청),26,0,"9,953","1,345","20,076","4,665","48,874","11,051","62,091","25,145","30,823","19,514","18,213","11,577","16,927","10,461","16,726","11,785","16,321","14,303","15,521","11,835","15,525","15,699","17,886","17,722","21,258","24,538","23,695","40,315","11,499","35,624","7,391","21,051","5,894","20,127","3,837","19,488","1,484","11,385",1,"1,880",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,8호선,534,단대오거리,12,0,"8,529","2,277","14,657","6,246","33,933","10,509","40,226","17,977","20,708","9,111","12,956","7,082","11,638","7,262","12,054","8,316","11,764","8,770","10,631","9,974","10,857","11,803","12,895","16,326","16,616","18,649","21,044","32,569","10,618","28,329","6,747","17,379","5,352","14,446","4,033","14,045","1,401","8,762",3,"1,326",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,8호선,535,신흥,0,0,"4,198",708,"5,621","2,493","12,546","3,174","15,426","6,371","9,237","5,037","5,766","5,094","5,851","4,749","6,059","5,292","5,815","5,821","5,989","6,724","6,550","7,273","6,608","9,615","7,548","10,183","7,410","15,817","4,742","13,162","3,931","8,459","3,017","7,547","2,355","5,982",976,"3,897",7,532,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,8호선,536,수진,2,0,"3,846",480,"6,072","2,293","15,254","3,021","20,520","9,245","10,548","4,800","6,984","4,237","6,331","4,743","6,721","4,311","6,557","5,806","5,531","5,756","6,201","7,060","7,677","7,298","8,205","8,761","7,463","13,903","4,264","12,200","3,381","7,644","2,572","6,660","1,837","6,211",780,"4,077",5,556,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,8호선,537,모란,1,0,"2,121",746,"3,152","3,006","8,991","4,341","11,244","7,472","6,576","4,887","5,541","4,887","6,156","5,282","6,368","4,600","6,821","5,476","6,969","5,272","7,986","6,121","9,928","5,543","8,756","7,011","9,699","8,819","5,879","6,128","4,075","3,500","3,796","3,587","3,210","3,101","1,700","1,896",5,545,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,594,개화,7,2,"1,832",381,"5,499","2,363","11,842","3,307","7,751","5,328","3,370","2,436","2,331","1,779","2,034","1,947","2,177","1,942","2,098","1,814","2,062","1,661","2,477","2,120","3,560","1,977","4,971","2,707","6,159","4,701","2,719","5,146","1,505","3,120","1,703","1,947",566,"1,777",200,"1,111",0,138,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,595,김포공항,27,0,"1,422","1,348","3,558","9,634","8,528","14,959","10,606","20,386","8,314","17,353","7,693","14,958","9,043","17,497","8,930","17,598","12,033","20,221","12,513","19,106","13,214","17,049","12,792","20,598","17,262","21,941","19,548","24,517","15,310","15,252","14,402","7,444","13,253","3,625","9,576","2,721",790,"1,704",8,833,1,1,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,596,공항시장,2,0,"2,850",163,"4,532","1,189","9,008","1,649","9,211","3,592","5,230","2,754","3,984","2,800","3,769","2,847","3,803","2,973","3,709","3,489","3,576","3,601","3,822","4,353","3,621","5,238","3,835","6,223","3,852","9,511","2,643","9,667","2,078","5,788","1,852","4,912","1,377","4,745",661,"3,452",1,406,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,597,신방화,4,0,"4,507",687,"11,078","2,190","27,137","5,072","24,868","10,688","13,031","5,526","8,592","4,374","7,760","5,455","7,947","6,449","7,849","6,824","7,960","6,768","8,786","9,102","8,588","9,840","8,333","12,624","9,262","22,986","4,950","20,358","4,088","11,192","3,605","10,303","2,799","9,788",958,"6,371",0,109,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,598,마곡나루(서울식물원),8,0,"3,474",653,"9,104","5,390","26,925","10,678","26,885","32,130","12,067","16,960","8,451","9,391","8,692","7,790","9,925","8,766","10,731","8,998","10,239","9,680","11,186","10,282","13,318","11,775","22,248","18,301","31,737","29,954","15,015","27,877","12,006","15,584","12,356","12,825","10,543","13,116","4,449","9,321",35,778,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,599,양천향교,2,0,"4,273",892,"8,841","5,136","26,904","10,123","26,576","32,365","13,531","15,642","9,658","7,858","9,314","7,550","10,742","7,957","10,140","8,259","10,109","9,538","11,011","8,825","12,605","10,462","17,180","14,898","26,867","23,629","11,299","23,531","6,933","14,495","6,280","11,988","4,708","12,126","1,696","8,987",3,116,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,600,가양,69,0,"14,696","1,657","24,570","9,867","72,267","23,813","71,618","39,157","38,092","24,420","26,206","14,553","24,666","15,861","25,304","16,096","23,467","19,328","21,135","20,956","23,116","23,059","27,083","28,615","34,502","35,612","41,342","65,340","20,807","58,138","13,958","33,460","12,180","30,995","9,188","28,803","2,690","18,876",7,"1,088",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,601,증미,1,0,"2,102",816,"6,938","2,502","19,782","6,976","19,614","31,359","9,829","11,106","7,389","6,334","7,395","5,751","7,183","6,079","7,433","7,053","7,388","6,962","7,742","8,370","8,369","8,236","12,362","10,078","28,399","18,868","8,402","17,469","5,398","8,284","4,928","7,351","3,516","6,466","1,254","4,271",0,113,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,602,등촌,4,1,"4,723",825,"12,642","4,002","36,866","7,288","43,254","15,908","19,109","10,155","13,865","8,201","12,767","8,688","13,245","9,361","12,229","10,716","11,368","10,724","11,737","14,188","13,086","15,444","14,827","22,335","16,224","35,812","8,766","32,871","6,596","17,686","5,680","13,282","4,458","13,213","1,772","8,906",0,10,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,603,염창,11,0,"11,009",523,"25,899","4,525","72,996","8,104","78,919","21,004","40,512","11,057","22,124","9,038","18,814","9,283","19,333","11,574","18,493","12,513","15,329","14,037","14,371","17,974","15,750","21,494","19,318","37,546","24,440","64,845","12,309","60,579","9,353","35,787","8,294","29,626","6,643","29,682","2,388","21,733",1,614,0,0,1,0,0,0,2020-07-03 13:43:21
2020-06,9호선,604,신목동,1,0,"1,681",259,"5,999","2,070","18,920","2,851","16,957","5,244","7,652","2,883","4,432","1,857","4,077","2,434","4,111","2,691","3,785","3,255","3,402","3,107","3,633","3,316","4,392","4,731","5,467","6,779","5,584","13,875","2,989","11,304","2,044","6,178","1,900","6,098","1,731","5,959",577,"3,743",1,61,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,605,선유도,1,0,"1,536","1,484","5,051","5,725","18,482","11,299","20,295","38,371","8,769","15,141","5,729","5,884","5,866","6,161","6,496","5,413","6,750","6,475","7,010","6,753","8,202","7,073","11,400","8,308","18,132","10,619","34,236","18,430","12,293","14,709","7,273","7,375","6,876","6,113","5,146","5,696","1,836","3,632",2,64,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,606,당산,34,0,"7,022","1,393","16,688","6,762","49,178","15,305","56,006","39,456","31,207","22,400","20,817","14,352","20,623","15,403","22,545","15,917","21,794","17,766","20,296","18,240","20,863","19,693","22,887","24,098","30,060","37,275","45,342","63,740","23,294","48,295","18,678","29,239","18,568","26,155","15,930","26,692","6,844","18,210",9,"1,052",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,607,국회의사당,1,0,728,"1,465","1,514","9,186","3,280","44,266","6,228","149,439","5,289","63,862","6,951","19,933","10,080","14,652","11,909","12,958","13,885","14,961","16,120","11,414","18,326","9,417","22,918","8,621","58,668","10,550","119,715","11,429","39,413","6,877","22,283","4,041","21,928","3,068","14,701","2,475","4,030","1,732",0,9,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,608,여의도,6,1,"2,520","2,024","3,848","21,913","8,635","119,715","9,902","147,305","9,821","54,052","10,645","20,038","15,339","20,244","15,324","18,457","19,373","20,434","20,293","17,345","24,793","15,797","36,004","15,912","107,480","18,149","135,829","24,044","55,521","16,371","36,305","9,085","34,274","7,266","22,500","6,946","6,192","4,148",0,177,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,609,샛강,13,0,"1,010",822,"2,011","5,455","4,483","14,439","5,870","30,117","3,909","12,580","3,829","6,900","4,401","5,872","4,655","5,090","5,218","5,601","5,673","5,680","7,081","4,951","9,763","5,594","16,609","7,110","27,246","11,104","10,002","6,627","7,025","3,884","6,583","2,813","5,275","2,901","2,261","1,772",1,39,0,0,0,0,0,0,2020-07-03 13:43:21
