사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-06,9호선,610,노량진,253,0,"14,956","2,392","23,351","20,436","59,378","51,443","86,873","71,647","46,629","38,294","27,744","25,596","27,123","24,366","30,282","30,146","34,451","32,791","29,970","27,601","30,015","31,836","35,739","35,800","45,594","53,480","60,641","84,476","32,941","57,815","31,283","36,453","37,521","35,224","50,341","33,010","11,711","23,586",1,889,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,611,노들,8,0,"3,297",242,"4,767","1,350","16,375","2,270","20,311","3,723","10,404","2,912","6,657","3,343","5,476","3,023","5,411","3,463","5,754","4,225","4,837","3,822","4,755","5,837","5,126","6,248","5,689","8,497","6,009","15,274","3,787","11,650","2,685","6,849","2,388","7,088","2,023","5,769",735,"3,920",0,35,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,612,흑석(중앙대입구),10,1,"3,255",863,"5,685","4,797","15,843","10,510","20,621","14,407","12,317","12,063","9,273","9,456","9,497","7,902","10,199","9,174","10,136","11,042","10,004","8,772","10,790","11,039","12,496","11,901","16,811","15,140","15,521","25,120","9,057","17,553","7,913","11,194","6,960","9,327","7,061","9,389","3,051","6,508",2,20,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,613,동작(현충원),7,0,925,195,"1,668","1,468","4,940","1,824","6,424","3,255","3,681","3,350","3,426","3,249","3,562","2,431","3,585","2,094","3,292","1,949","2,800","1,925","2,626","2,020","3,087","2,091","3,158","2,581","4,175","4,389","2,055","3,129","1,346","1,926","1,414","1,923","1,156","1,830",470,"1,220",7,"1,710",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,614,구반포,1,0,484,222,"1,643","1,935","3,957","3,577","5,174","6,993","3,407","5,355","2,977","3,496","2,937","3,580","3,499","3,930","3,969","4,302","3,954","4,063","4,426","4,337","5,371","4,276","5,969","5,140","8,777","7,996","4,847","5,428","3,290","2,968","3,127","2,622","2,720","2,698",680,"1,902",0,79,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,615,신반포,0,0,521,251,"1,854","2,815","5,202","6,128","6,224","8,384","3,955","4,866","2,936","3,316","2,780","2,603","3,082","2,768","3,528","3,853","3,426","3,262","4,751","3,753","6,549","3,631","7,350","4,791","7,527","7,511","4,396","5,300","3,222","3,019","3,042","2,687","2,583","2,532",843,"1,697",0,12,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,616,고속터미널,4,0,"1,847","1,150","4,720","11,397","14,804","17,687","18,688","25,186","13,369","24,882","10,737","24,314","12,644","24,158","14,759","25,215","16,276","26,902","17,431","26,728","20,337","28,307","24,125","28,692","28,150","33,708","30,314","42,854","26,092","28,313","23,461","17,027","19,118","13,540","17,796","11,683","6,103","7,036",0,92,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,617,사평,11,0,870,195,"2,620","2,752","8,534","4,918","8,789","6,437","5,466","2,972","3,544","2,180","3,680","2,597","3,634","2,825","3,657","3,417","3,457","3,678","4,092","3,442","6,279","4,527","6,120","6,081","6,603","8,752","3,833","7,001","2,238","3,804","1,701","3,583","1,417","3,463",455,"2,084",0,1,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선,618,신논현,35,0,"4,635","1,709","12,717","15,330","30,058","45,929","39,634","93,204","27,102","95,357","20,046","51,451","23,951","39,148","29,166","37,204","34,332","44,130","36,124","38,697","40,797","37,552","49,854","40,809","74,310","54,085","108,603","89,671","77,549","57,889","56,914","27,804","61,577","22,394","56,647","19,359","21,733","11,785",12,"1,090",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,공항철도 1호선,632,서울역,57,0,"1,926",656,"1,632","7,212","8,154","13,540","10,761","19,497","6,264","14,872","6,128","9,957","6,955","9,138","9,183","9,660","9,887","8,437","7,972","8,734","11,793","8,647","13,431","9,793","17,977","10,963","22,756","13,553","16,367","10,335","11,360","6,114","11,721","5,196","8,624","3,967","3,905","1,723",3,"1,393",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,공항철도 1호선,633,공덕,16,0,"1,009",146,"1,720","1,119","4,869","2,990","4,938","9,454","2,845","5,425","1,631","2,553","1,661","2,444","1,911","2,583","2,128","2,521","1,920","2,485","2,186","2,750","2,471","3,276","3,975","4,884","7,903","9,829","3,826","6,177","2,623","3,256","2,734","3,092","2,077","2,968","1,153","1,856",55,859,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,공항철도 1호선,634,홍대입구,106,0,"2,444",395,"3,526","2,668","7,709","6,828","10,282","19,565","6,164","17,921","4,613","10,905","5,571","10,370","7,029","13,460","8,169","14,271","8,443","13,604","10,296","13,298","13,057","13,452","18,659","17,512","25,176","24,692","18,257","18,121","17,417","8,402","21,047","6,879","20,983","5,490","9,014","4,169",665,"1,211",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,공항철도 1호선,635,디지털미디어시티,41,0,"2,728",539,"5,801","4,984","16,631","24,844","18,273","84,048","9,676","37,502","6,295","12,209","6,835","8,844","7,708","8,673","8,568","9,813","9,060","7,785","10,457","8,069","13,516","8,569","33,850","12,607","84,724","21,329","32,796","14,852","17,988","8,200","15,854","6,515","12,668","5,882","5,166","3,588",281,"1,348",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,공항철도 1호선,636,마곡나루(서울식물원),3,0,"1,241",619,"3,080","7,517","9,820","17,197","10,660","48,179","4,963","23,911","3,015","6,162","3,812","3,344","4,414","3,766","4,190","3,794","4,012","3,482","6,272","3,428","11,939","4,300","37,058","6,414","39,578","11,745","15,982","7,955","9,476","4,520","7,710","4,189","5,191","4,194","1,894","2,713",280,"2,407",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,공항철도 1호선,637,김포공항,5,0,"1,817","1,371","3,106","8,414","6,884","16,623","11,057","18,612","13,107","10,047","13,164","7,831","14,761","8,850","12,491","9,222","17,306","9,788","16,883","8,993","15,628","7,650","14,546","9,625","20,915","10,351","25,157","10,516","17,705","6,290","16,360","3,247","16,497","1,896","14,498","1,475","1,144",938,143,561,1,1,0,0,0,0,2020-07-03 13:43:21
2020-06,공항철도 1호선,638,계양,6,0,"7,365",621,"18,932","2,736","51,489","3,369","43,090","5,220","20,908","4,037","12,305","2,979","10,952","3,839","10,674","4,630","9,149","5,684","7,377","6,896","6,995","8,460","8,550","10,804","8,934","17,752","7,670","35,727","4,601","36,544","3,322","20,923","2,981","17,800","2,044","17,277",945,"10,075",166,"2,334",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,공항철도 1호선,639,검암,581,18,"6,570",506,"15,085","2,199","38,066","7,221","28,006","13,142","12,989","4,605","8,078","3,626","7,803","3,270","7,564","4,525","6,654","5,001","5,711","5,403","5,861","6,215","7,088","8,350","9,477","12,321","13,174","25,981","4,953","27,969","3,946","15,720","3,587","12,485","2,411","12,885","1,036","8,292",161,"4,339",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,공항철도 1호선,640,청라국제도시,54,1,"3,505",114,"16,355","3,535","29,749","7,162","17,409","16,313","8,429","4,000","5,787","2,520","6,006","2,471","6,089","3,667","5,394","4,314","4,533","4,014","5,122","4,934","6,736","6,370","10,937","8,929","18,415","18,948","4,693","22,885","3,416","11,646","3,080","9,985","2,473","9,596",734,"7,326",96,"1,963",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,공항철도 1호선,641,운서,22,0,"5,815",395,"9,034","4,815","16,870","8,071","16,513","11,650","7,367","8,580","7,371","4,736","8,075","4,708","8,566","4,899","7,347","6,202","7,305","5,774","7,445","7,815","9,940","8,164","13,372","11,812","11,366","18,443","5,933","14,666","6,015","10,301","5,619","10,204","4,255","9,225","1,853","7,093",212,"3,272",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,공항철도 1호선,642,공항화물청사,1,0,460,527,976,"7,189","1,818","12,362","2,358","22,461","1,428","4,356",626,"1,965",676,"2,801","1,097","3,060","1,414","1,360","2,118",862,"2,697",774,"4,741","1,218","9,432","1,213","17,759",860,"4,644","1,093","2,356","1,636","2,447",999,"2,436",292,650,137,3,46,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,공항철도 1호선,643,인천공항1터미널,7,0,669,"2,449","1,641","5,214","2,711","12,577","5,535","19,843","4,352","5,274","1,614","4,184","2,505","6,208","3,168","6,549","4,696","4,644","5,182","4,078","6,576","3,665","6,514","4,431","12,165","6,101","18,924","2,775","6,777","1,923","4,953","2,058","5,610","1,780","2,740","1,053",407,516,4,397,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,공항철도 1호선,644,인천공항2터미널,0,0,682,"1,409",923,"3,484","1,562","7,675","2,915","8,992","2,752","2,337",800,"1,628",793,"1,987","1,172","3,386","1,840","1,712","2,192","1,473","2,943","1,584","3,561","1,904","6,063","3,257","10,137","1,025","3,505",614,"2,742",592,"2,480","1,006","1,346",473,291,200,0,233,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,공항철도 1호선,645,영종,4,1,"2,108",210,"5,871","1,650","10,425","2,275","8,022","3,409","5,314","2,253","4,049","1,708","4,089","2,543","4,176","2,823","3,510","3,040","3,198","3,308","3,666","3,838","3,947","3,683","4,269","5,568","3,455","7,894","2,373","9,030","1,973","5,843","1,781","5,618","1,271","4,878",649,"3,549",101,"1,974",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선2~3단계,619,언주,1,0,"1,104",959,"2,254","7,582","5,683","17,621","7,967","51,109","6,865","38,494","6,470","16,781","7,370","10,065","8,954","9,226","9,344","10,827","10,686","9,753","12,729","8,939","17,142","7,979","30,355","9,828","49,588","12,309","24,301","9,644","13,446","5,773","11,645","4,842","8,987","3,871","2,968","2,886",1,183,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선2~3단계,620,선정릉,2,0,984,955,"4,005","5,779","8,396","15,695","8,892","52,679","6,314","43,648","5,266","16,313","6,068","10,841","7,074","9,654","8,272","10,304","9,183","9,464","10,120","8,524","13,389","8,964","23,335","10,335","47,552","13,621","28,457","10,094","14,911","6,168","12,931","6,048","11,104","5,833","3,280","2,836",0,62,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선2~3단계,621,삼성중앙,0,0,790,383,"2,541","4,051","4,991","14,558","5,715","38,978","4,829","25,503","4,260","9,979","4,817","5,763","5,329","5,723","6,159","6,676","6,850","5,448","7,545","6,021","9,923","5,708","18,963","7,517","37,175","10,758","16,659","7,549","9,152","4,547","8,341","3,645","6,101","3,092","2,140","2,430",0,12,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선2~3단계,622,봉은사,1,0,"1,564","1,295","4,896","11,484","8,916","33,113","9,388","93,181","7,647","61,793","7,476","24,458","10,693","22,332","13,151","19,895","15,547","20,308","18,396","18,896","21,572","15,802","26,737","15,759","50,743","17,582","87,159","20,118","43,930","14,040","28,192","7,084","25,218","6,000","19,065","4,926","5,061","2,773",0,2,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선2~3단계,623,종합운동장,1,0,"1,197",300,"3,513","1,856","9,225","4,371","10,171","9,060","6,268","6,714","4,095","3,735","4,139","3,605","4,526","3,974","5,089","4,698","4,864","4,704","5,042","4,865","6,238","5,151","8,456","8,175","11,039","14,528","6,318","10,074","5,251","5,876","5,688","5,164","5,369","4,559","2,066","3,105",0,23,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선2~3단계,624,삼전,5,0,"3,518",404,"6,203","2,151","16,654","3,340","26,840","8,805","16,761","6,476","8,657","4,788","7,230","4,710","7,531","5,487","7,571","5,671","6,405","6,656","6,635","6,911","7,461","8,484","8,733","13,297","11,300","21,642","6,287","19,883","5,258","11,576","4,281","10,168","3,671","9,828","1,294","8,342",1,384,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선2~3단계,625,석촌고분,10,0,"2,181",224,"4,336","1,970","13,737","3,782","22,612","9,868","13,448","7,044","7,461","4,486","6,399","4,120","6,620","4,962","6,657","5,310","5,916","5,323","6,360","6,536","7,378","6,979","8,351","10,806","11,067","19,316","5,746","15,968","4,292","10,041","3,791","8,774","3,388","7,928","1,167","5,485",1,31,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선2~3단계,626,석촌,6,0,"2,856",206,"7,943","1,801","22,162","4,143","26,834","8,528","15,948","8,229","9,337","6,201","8,519","6,258","8,884","6,248","9,053","7,192","8,229","6,862","8,316","7,373","9,779","9,043","11,611","13,291","13,864","23,045","8,689","21,124","7,374","11,133","7,485","11,164","6,965","10,889","2,271","5,130",0,16,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선2~3단계,627,송파나루,0,0,"1,652",189,"3,184","1,676","10,854","3,420","14,052","7,883","8,444","5,940","4,812","4,090","4,511","4,659","4,679","4,712","5,097","5,992","4,957","5,253","4,728","5,616","5,273","7,130","6,522","9,703","9,406","16,295","4,992","14,098","4,803","6,256","5,379","5,406","4,224","5,202","1,230","3,807",0,7,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선2~3단계,628,한성백제,1,1,865,187,"2,516",960,"6,073","1,569","7,516","5,050","4,298","2,875","2,669","1,972","2,602","2,025","2,713","2,221","3,011","2,066","2,608","2,608","2,889","2,346","3,268","3,013","4,375","3,702","5,385","6,332","2,758","5,668","2,061","3,431","2,005","2,727","1,501","2,655",478,"1,731",0,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선2~3단계,629,올림픽공원(한국체대),1,0,"1,407",314,"6,260","4,250","13,800","5,034","16,863","12,207","10,594","6,809","5,852","4,795","5,664","4,888","5,863","5,336","5,819","5,300","5,461","5,963","6,338","5,953","8,257","6,785","12,052","9,839","14,632","16,015","6,331","13,892","4,587","9,035","4,077","8,207","3,542","8,827","1,210","4,722",1,42,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선2~3단계,630,둔촌오륜,0,0,127,145,733,"1,263","2,921","3,258","3,179","2,010","1,819",726,"1,193",793,969,"1,062","1,202","1,275","1,412",997,"1,627",878,"2,048",980,"3,558","1,057","2,130","1,558","2,260","2,372","1,235","2,098",644,"1,118",515,"1,100",272,"1,256",113,638,0,22,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,9호선2~3단계,631,중앙보훈병원,5,0,"2,597",505,"11,318","5,378","33,649","11,028","34,046","18,732","20,524","11,895","14,803","11,599","14,313","7,358","12,688","8,923","9,809","11,361","12,792","9,686","14,291","9,204","14,135","9,060","17,601","13,207","14,045","24,885","6,447","23,098","4,314","12,244","3,682","11,889","2,502","12,100",666,"5,885",2,917,0,1,0,0,0,0,2020-07-03 13:43:21
2020-06,우이신설선,689,북한산우이,1,0,"1,329",690,"2,765","2,954","8,335","3,452","8,420","4,678","4,596","7,293","3,536","7,041","3,538","5,544","4,409","4,746","4,901","3,974","5,627","3,618","5,820","3,536","6,742","3,706","6,244","4,017","4,119","5,288","2,854","4,981","2,319","3,241","1,594","2,436",910,"2,082",361,"1,439",0,169,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,우이신설선,690,솔밭공원,2,0,"1,879",466,"3,674",997,"9,317","1,934","8,316","2,466","5,408","2,102","3,867","2,199","3,462","2,413","3,551","2,694","3,280","2,896","2,793","3,498","2,958","3,641","3,344","3,882","2,995","4,441","2,344","6,799","1,595","6,889","1,225","4,202",857,"3,300",580,"2,845",253,"2,126",0,99,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,우이신설선,691,4.19민주묘지,4,3,"1,236",310,"3,027","1,099","7,226","1,603","8,360","4,915","5,592","3,930","4,133","3,384","4,377","3,465","4,275","3,686","4,347","4,087","4,205","3,739","4,473","3,864","4,863","4,369","4,774","5,018","4,748","6,960","2,782","7,335","2,089","3,970","1,585","3,410","1,058","2,961",464,"2,089",0,1,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,우이신설선,692,가오리,2,0,"2,260",334,"5,734","1,281","16,093","2,705","15,933","5,018","9,779","3,183","6,551","3,269","5,534","3,808","5,724","4,121","5,271","4,296","4,775","4,636","4,194","6,022","4,224","7,271","4,952","7,934","4,128","12,503","2,960","12,504","2,091","7,583","1,480","5,990","1,171","5,174",477,"3,037",0,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,우이신설선,693,화계,1,0,"1,679",560,"3,871","1,135","11,881","1,950","13,776","4,131","7,833","3,166","5,304","3,173","4,611","3,074","4,527","3,519","4,643","3,676","4,142","3,484","3,867","4,351","3,888","5,274","3,780","5,944","3,487","9,750","2,901","9,090","1,647","5,143","1,139","4,351",877,"3,764",353,"2,290",0,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,우이신설선,694,삼양,1,0,"1,252",224,"2,336",802,"6,663","1,423","7,493","3,613","4,549","2,499","3,283","2,438","3,078","2,286","3,071","2,472","3,028","2,813","2,607","2,842","2,542","3,811","2,739","4,161","2,530","4,039","2,481","6,300","1,735","5,838","1,217","3,334",802,"2,958",545,"2,158",218,"1,530",0,1,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,우이신설선,695,삼양사거리,1,1,"1,223",247,"2,759",979,"6,449","2,022","8,532","3,979","5,076","3,007","4,145","2,658","3,775","2,830","3,724","3,125","3,741","3,196","3,403","3,624","3,488","4,230","3,305","4,741","3,162","5,115","3,183","7,563","2,577","6,324","1,879","3,525","1,266","2,749","1,073","2,438",436,"1,335",0,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,우이신설선,696,솔샘,0,0,"2,588",244,"8,846","1,259","28,550","2,752","26,898","4,435","13,941","3,138","8,111","3,356","6,825","3,506","6,765","4,185","6,963","4,682","5,798","5,437","5,319","6,733","5,928","8,407","5,560","11,052","4,593","21,202","2,971","20,613","2,121","11,213","1,620","9,113","1,393","8,100",571,"5,127",0,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,우이신설선,697,북한산보국문,10,2,"1,835",769,"6,284","2,000","19,241","5,515","22,176","7,892","12,823","5,905","8,735","4,752","7,891","4,530","8,373","5,307","7,944","5,651","7,051","6,002","8,110","7,441","7,874","8,868","9,429","11,634","8,645","18,672","5,435","17,133","3,514","10,404","3,271","8,628","2,511","7,601","1,202","4,845",0,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,우이신설선,698,정릉,1,1,"2,169",549,"4,857","1,619","13,627","3,301","14,178","5,965","10,862","3,707","7,272","3,474","6,392","3,797","6,561","4,465","6,045","4,424","5,589","4,987","5,575","6,165","5,725","7,440","6,844","9,207","6,941","13,722","3,956","11,480","2,630","6,862","2,304","6,120","1,759","5,161",717,"2,482",0,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,우이신설선,699,성신여대입구(돈암),0,0,758,330,"1,181","1,074","3,343","3,753","5,334","7,761","3,680","6,119","3,343","4,932","3,924","4,875","4,085","5,433","4,165","6,006","4,329","5,890","4,907","5,743","5,574","6,223","6,246","7,714","7,997","9,575","5,445","6,669","4,729","3,952","5,180","2,940","4,425","2,036","1,682","1,373",1,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,우이신설선,700,보문,4,0,408,177,665,"1,078","2,175","2,722","3,496","5,058","2,607","2,637","2,028","2,085","1,942","1,895","2,098","1,917","2,310","2,016","2,390","2,059","2,353","2,186","2,945","2,321","3,194","2,679","4,097","3,331","2,191","2,406","1,540","1,648","1,311","1,428","1,156","1,214",479,"1,013",0,28,0,0,0,0,0,0,2020-07-03 13:43:21
