"행정구역","2020년06월_계_총인구수","2020년06월_계_연령구간인구수","2020년06월_계_0~9세","2020년06월_계_10~19세","2020년06월_계_20~29세","2020년06월_계_30~39세","2020년06월_계_40~49세","2020년06월_계_50~59세","2020년06월_계_60~69세","2020년06월_계_70~79세","2020년06월_계_80~89세","2020년06월_계_90~99세","2020년06월_계_100세 이상"
"경상북도 청도군 풍각면(4782032000)","3,975","3,975","129","176","228","265","358","716","931","644","470","55","3"
"경상북도 청도군 각북면(4782033000)","2,244","2,244","61","71","138","110","157","455","566","400","259","27","0"
"경상북도 청도군 이서면(4782034000)","4,549","4,549","129","270","286","262","469","791","1,043","751","463","83","2"
"경상북도 청도군 운문면(4782035000)","2,128","2,128","37","43","132","108","196","434","512","357","271","38","0"
"경상북도 청도군 금천면(4782036000)","3,361","3,361","56","113","185","147","261","599","845","663","423","65","4"
"경상북도 청도군 매전면(4782037000)","3,818","3,818","63","108","192","177","289","674","999","752","503","61","0"
"경상북도 고령군 (4783000000)","31,764","31,764","1,472","2,118","2,609","2,401","3,977","6,023","6,128","4,107","2,621","301","7"
"경상북도 고령군 대가야읍(4783025300)","10,201","10,201","609","942","990","853","1,585","1,871","1,636","1,058","595","62","0"
"경상북도 고령군 덕곡면(4783031000)","1,457","1,457","37","47","100","73","104","264","350","245","215","20","2"
"경상북도 고령군 운수면(4783032000)","1,898","1,898","48","49","125","113","154","359","441","353","227","28","1"
"경상북도 고령군 성산면(4783033000)","2,624","2,624","67","81","221","182","258","565","594","378","248","29","1"
"경상북도 고령군 다산면(4783034000)","8,553","8,553","520","797","760","800","1,281","1,630","1,463","833","427","42","0"
"경상북도 고령군 개진면(4783035000)","1,975","1,975","43","45","138","118","158","414","470","341","216","32","0"
"경상북도 고령군 우곡면(4783036000)","1,601","1,601","28","53","71","70","140","294","356","318","250","20","1"
"경상북도 고령군 쌍림면(4783037000)","3,455","3,455","120","104","204","192","297","626","818","581","443","68","2"
"경상북도 성주군 (4784000000)","43,488","43,488","1,945","2,364","3,595","3,380","4,840","8,647","9,027","5,767","3,440","457","26"
"경상북도 성주군 성주읍(4784025000)","13,771","13,771","959","1,309","1,503","1,413","2,058","2,475","2,047","1,228","682","92","5"
"경상북도 성주군 선남면(4784031000)","6,186","6,186","206","203","480","491","596","1,420","1,434","854","435","61","6"
"경상북도 성주군 용암면(4784032000)","3,706","3,706","114","116","245","259","347","815","910","528","328","43","1"
"경상북도 성주군 수륜면(4784033000)","3,096","3,096","79","108","170","182","253","600","744","507","384","64","5"
"경상북도 성주군 가천면(4784034000)","1,981","1,981","50","43","129","108","163","420","501","312","229","25","1"
"경상북도 성주군 금수면(4784035000)","1,178","1,178","32","38","62","52","104","230","278","210","154","17","1"
"경상북도 성주군 대가면(4784036000)","2,472","2,472","77","100","183","138","252","449","562","427","250","34","0"
"경상북도 성주군 벽진면(4784037000)","3,128","3,128","103","88","209","184","273","643","790","513","272","50","3"
"경상북도 성주군 초전면(4784038000)","4,564","4,564","191","235","344","319","481","900","989","664","403","35","3"
"경상북도 성주군 월항면(4784039000)","3,406","3,406","134","124","270","234","313","695","772","524","303","36","1"
"경상북도 칠곡군 (4785000000)","115,345","115,345","9,916","11,620","12,321","15,746","20,603","19,418","13,185","7,585","4,306","605","40"
"경상북도 칠곡군 왜관읍(4785025000)","33,660","33,660","2,432","3,448","3,956","3,595","5,603","6,290","4,261","2,412","1,452","191","20"
"경상북도 칠곡군 북삼읍(4785025300)","23,597","23,597","1,899","3,121","2,835","2,462","5,056","4,553","2,063","1,031","514","62","1"
"경상북도 칠곡군 석적읍(4785025600)","31,451","31,451","4,677","3,687","3,141","7,689","6,734","2,890","1,501","736","346","45","5"
"경상북도 칠곡군 지천면(4785031000)","4,323","4,323","89","134","317","290","396","859","1,000","709","463","62","4"
"경상북도 칠곡군 동명면(4785032000)","5,452","5,452","146","171","444","374","524","1,186","1,298","765","458","86","0"
"경상북도 칠곡군 가산면(4785033000)","3,479","3,479","71","137","262","227","361","762","830","519","255","52","3"
"경상북도 칠곡군 약목면(4785036000)","10,085","10,085","365","740","1,125","771","1,493","2,291","1,640","1,022","564","70","4"
"경상북도 칠곡군 기산면(4785037000)","3,298","3,298","237","182","241","338","436","587","592","391","254","37","3"
"경상북도 예천군 (4790000000)","55,750","55,750","4,687","4,422","4,134","5,643","7,110","8,120","9,146","6,932","4,881","640","35"
"경상북도 예천군 예천읍(4790025000)","15,060","15,060","827","1,284","1,359","1,208","1,956","2,556","2,823","1,846","1,024","171","6"
"경상북도 예천군 용문면(4790031000)","2,361","2,361","78","113","103","85","186","366","496","497","391","42","4"
"경상북도 예천군 감천면(4790034000)","2,703","2,703","65","85","153","121","170","430","675","514","434","52","4"
"경상북도 예천군 보문면(4790035000)","1,709","1,709","54","59","60","84","123","265","406","337","292","29","0"
"경상북도 예천군 호명면(4790036000)","18,789","18,789","3,249","2,265","1,663","3,410","3,459","2,140","1,322","750","460","68","3"
"경상북도 예천군 유천면(4790037000)","2,559","2,559","154","112","219","219","241","335","445","426","357","49","2"
"경상북도 예천군 용궁면(4790038000)","2,480","2,480","55","92","121","117","201","377","570","534","364","45","4"
"경상북도 예천군 개포면(4790039000)","1,547","1,547","22","49","52","48","111","225","385","353","273","28","1"
"경상북도 예천군 지보면(4790040000)","2,773","2,773","58","84","95","125","208","442","676","579","451","50","5"
"경상북도 예천군 풍양면(4790041000)","3,217","3,217","58","139","197","126","254","513","718","651","500","59","2"
"경상북도 예천군 효자면(4790042000)","1,179","1,179","25","63","44","41","90","248","329","175","142","21","1"
"경상북도 예천군 은풍면(4790043000)","1,373","1,373","42","77","68","59","111","223","301","270","193","26","3"
"경상북도 봉화군 (4792000000)","31,823","31,823","1,459","1,899","2,091","2,044","3,306","5,909","6,642","4,783","3,186","476","28"
"경상북도 봉화군 봉화읍(4792025000)","10,094","10,094","634","889","911","810","1,327","1,802","1,651","1,163","763","138","6"
"경상북도 봉화군 물야면(4792031000)","3,174","3,174","100","149","151","166","250","613","765","553","373","52","2"
"경상북도 봉화군 봉성면(4792032000)","2,156","2,156","57","96","139","132","180","383","512","361","257","38","1"
"경상북도 봉화군 법전면(4792033000)","2,045","2,045","77","83","111","99","157","372","454","360","291","39","2"
"경상북도 봉화군 춘양면(4792034000)","4,461","4,461","190","248","259","257","405","880","958","705","468","84","7"
"경상북도 봉화군 소천면(4792035000)","2,244","2,244","64","97","109","97","208","441","563","380","251","29","5"
"경상북도 봉화군 재산면(4792036000)","1,554","1,554","34","75","71","61","134","340","400","249","167","22","1"
"경상북도 봉화군 명호면(4792037000)","2,275","2,275","60","107","116","103","206","455","541","405","248","33","1"
"경상북도 봉화군 상운면(4792038000)","1,777","1,777","36","38","97","71","138","290","435","390","254","25","3"
"경상북도 봉화군 석포면(4792039000)","2,043","2,043","207","117","127","248","301","333","363","217","114","16","0"
"경상북도 울진군 (4793000000)","48,843","48,843","2,962","3,860","4,510","4,401","6,332","8,694","7,952","5,734","3,771","609","18"
"경상북도 울진군 울진읍(4793025000)","14,072","14,072","1,122","1,686","1,538","1,442","2,376","2,389","1,667","1,088","644","118","2"
"경상북도 울진군 평해읍(4793025300)","2,912","2,912","70","272","188","161","252","472","542","524","367","62","2"
"경상북도 울진군 북면(4793031000)","6,657","6,657","775","462","747","1,144","936","1,044","754","459","292","40","4"
"경상북도 울진군 북면하당출장소(4793031500)","708","708","6","27","47","26","63","149","142","130","104","14","0"
"경상북도 울진군 근남면(4793033000)","2,747","2,747","120","127","204","171","293","508","530","402","334","57","1"
"경상북도 울진군 기성면(4793035000)","2,591","2,591","59","99","184","123","161","463","565","458","399","78","2"
"경상북도 울진군 온정면(4793036000)","1,755","1,755","46","64","114","66","151","276","371","349","280","38","0"
"경상북도 울진군 죽변면(4793037000)","6,555","6,555","321","418","709","601","860","1,302","1,133","734","423","51","3"
"경상북도 울진군 후포면(4793038000)","7,515","7,515","368","569","643","537","948","1,441","1,529","982","426","71","1"
"경상북도 울진군 금강송면(4793039000)","1,279","1,279","23","42","45","44","120","297","298","228","161","19","2"
"경상북도 울진군 매화면(4793040000)","2,052","2,052","52","94","91","86","172","353","421","380","341","61","1"
"경상북도 울릉군 (4794000000)","9,239","9,239","419","488","842","919","1,329","1,888","1,747","1,024","496","76","11"
"경상북도 울릉군 울릉읍(4794025000)","6,532","6,532","305","389","609","680","1,019","1,349","1,199","658","279","34","11"
"경상북도 울릉군 서면(4794031000)","873","873","39","37","76","58","96","197","173","114","76","7","0"
"경상북도 울릉군 서면태하출장소(4794031500)","461","461","19","16","26","38","33","93","104","83","33","16","0"
"경상북도 울릉군 북면(4794032000)","1,373","1,373","56","46","131","143","181","249","271","169","108","19","0"
"경상남도  (4800000000)","3,349,454","3,349,454","277,878","327,569","381,057","411,941","539,898","583,173","445,112","243,549","121,988","16,512","777"
"경상남도 창원시 (4812000000)","1,040,118","1,040,118","85,822","101,118","131,642","137,263","168,978","187,510","136,410","62,309","25,634","3,255","177"
"경상남도 창원시 의창구 (4812100000)","263,184","263,184","22,105","23,993","36,487","35,951","41,361","50,807","33,016","13,072","5,611","748","33"
"경상남도 창원시 의창구 동읍(4812125000)","20,355","20,355","1,275","1,971","2,357","1,894","3,299","3,955","3,061","1,644","797","99","3"
"경상남도 창원시 의창구 북면(4812131000)","42,720","42,720","6,605","3,459","4,017","8,303","6,825","6,123","4,537","1,795","917","133","6"
"경상남도 창원시 의창구 대산면(4812132000)","7,336","7,336","271","425","692","678","845","1,383","1,558","922","489","71","2"
"경상남도 창원시 의창구 의창동(4812151000)","50,968","50,968","4,475","4,751","7,234","7,298","7,928","9,772","6,144","2,348","892","119","7"
"경상남도 창원시 의창구 팔룡동(4812152000)","37,447","37,447","3,094","3,962","5,652","5,311","6,343","7,525","3,845","1,176","477","60","2"
"경상남도 창원시 의창구 명곡동(4812153000)","43,265","43,265","2,558","4,245","6,886","4,431","6,882","9,466","5,703","2,161","831","95","7"
"경상남도 창원시 의창구 봉림동(4812154000)","30,658","30,658","1,612","2,317","4,852","3,898","4,431","6,348","4,660","1,750","694","91","5"
"경상남도 창원시 의창구 용지동(4812155000)","30,435","30,435","2,215","2,863","4,797","4,138","4,808","6,235","3,508","1,276","514","80","1"
"경상남도 창원시 성산구 (4812300000)","216,982","216,982","17,246","23,700","32,973","30,150","36,574","43,786","22,479","6,728","2,897","428","21"
"경상남도 창원시 성산구 반송동(4812351000)","42,404","42,404","3,350","5,408","5,889","4,750","7,630","8,454","4,703","1,541","583","89","7"
"경상남도 창원시 성산구 중앙동(4812352000)","23,095","23,095","1,306","1,487","4,461","4,324","3,693","4,221","2,474","775","294","56","4"
"경상남도 창원시 성산구 상남동(4812353000)","28,550","28,550","2,218","3,532","4,304","3,610","4,855","6,118","2,769","734","343","64","3"
"경상남도 창원시 성산구 사파동(4812354000)","46,259","46,259","3,709","4,978","6,725","6,646","7,933","9,226","4,831","1,449","664","93","5"
"경상남도 창원시 성산구 가음정동(4812355000)","41,727","41,727","3,874","4,257","6,306","6,313","6,757","8,402","4,075","1,148","522","71","2"
"경상남도 창원시 성산구 성주동(4812356000)","26,872","26,872","2,266","3,236","4,244","3,477","4,431","5,896","2,471","557","269","25","0"
"경상남도 창원시 성산구 웅남동(4812357000)","8,075","8,075","523","802","1,044","1,030","1,275","1,469","1,156","524","222","30","0"
"경상남도 창원시 마산합포구 (4812500000)","174,956","174,956","12,635","13,865","19,126","20,706","25,617","29,665","29,171","16,362","6,812","932","65"
"경상남도 창원시 마산합포구 구산면(4812531000)","4,379","4,379","125","169","326","326","404","810","1,123","709","327","60","0"
"경상남도 창원시 마산합포구 진동면(4812532000)","12,495","12,495","1,203","1,025","1,112","1,621","1,974","2,052","1,963","1,022","461","59","3"
"경상남도 창원시 마산합포구 진북면(4812533000)","3,638","3,638","77","173","307","218","346","760","857","529","311","58","2"
"경상남도 창원시 마산합포구 진전면(4812534000)","4,006","4,006","67","154","259","175","324","747","961","748","491","79","1"
"경상남도 창원시 마산합포구 현동(4812551000)","14,519","14,519","2,324","1,204","1,263","2,772","2,418","1,920","1,590","727","265","36","0"
"경상남도 창원시 마산합포구 가포동(4812552000)","652","652","30","27","68","61","75","116","158","71","38","6","2"
"경상남도 창원시 마산합포구 월영동(4812553000)","32,649","32,649","2,856","3,254","4,259","4,081","5,105","5,688","4,452","2,131","717","101","5"
"경상남도 창원시 마산합포구 문화동(4812554000)","11,569","11,569","559","821","1,668","1,248","1,489","1,957","2,021","1,210","516","75","5"
"경상남도 창원시 마산합포구 반월중앙동(4812556500)","15,310","15,310","1,021","1,395","1,684","1,645","2,352","2,560","2,404","1,500","665","76","8"
"경상남도 창원시 마산합포구 완월동(4812557000)","9,562","9,562","447","838","1,178","914","1,307","1,809","1,693","903","427","43","3"
"경상남도 창원시 마산합포구 자산동(4812558000)","11,172","11,172","551","966","1,267","1,074","1,521","2,050","2,100","1,169","419","52","3"
"경상남도 창원시 마산합포구 교방동(4812561000)","14,608","14,608","1,020","1,212","1,430","1,672","2,175","2,376","2,588","1,492","539","84","20"
"경상남도 창원시 마산합포구 오동동(4812563000)","20,271","20,271","1,198","1,202","2,089","2,503","3,129","3,353","3,686","2,141","859","105","6"
"경상남도 창원시 마산합포구 합포동(4812564000)","7,115","7,115","359","431","672","808","1,035","1,228","1,379","793","362","45","3"
"경상남도 창원시 마산합포구 산호동(4812565000)","13,011","13,011","798","994","1,544","1,588","1,963","2,239","2,196","1,217","415","53","4"
"경상남도 창원시 마산회원구 (4812700000)","192,433","192,433","13,844","18,603","22,677","22,489","30,541","34,971","29,062","14,504","5,146","557","39"
"경상남도 창원시 마산회원구 내서읍(4812725000)","65,911","65,911","5,501","8,405","8,433","7,142","11,840","12,450","7,281","3,368","1,349","140","2"
"경상남도 창원시 마산회원구 회원1동(4812751000)","10,922","10,922","460","662","1,037","1,080","1,481","1,881","2,284","1,412","564","55","6"
"경상남도 창원시 마산회원구 회원2동(4812752000)","7,621","7,621","326","607","780","701","1,026","1,360","1,564","902","315","37","3"
"경상남도 창원시 마산회원구 석전동(4812754500)","17,278","17,278","1,179","1,269","1,914","2,407","2,361","3,015","2,946","1,625","513","46","3"
"경상남도 창원시 마산회원구 회성동(4812755000)","6,512","6,512","171","375","646","596","774","1,274","1,436","832","359","43","6"
"경상남도 창원시 마산회원구 양덕1동(4812756000)","11,532","11,532","653","874","1,358","1,402","1,666","2,024","2,154","1,040","322","36","3"
"경상남도 창원시 마산회원구 양덕2동(4812757000)","32,330","32,330","3,316","3,518","3,551","4,331","5,658","5,461","4,129","1,714","573","78","1"
"경상남도 창원시 마산회원구 합성1동(4812758000)","9,616","9,616","693","635","1,175","1,400","1,319","1,724","1,514","852","268","32","4"
"경상남도 창원시 마산회원구 합성2동(4812759000)","7,987","7,987","322","505","1,044","860","1,134","1,469","1,577","819","239","16","2"
"경상남도 창원시 마산회원구 구암1동(4812760000)","9,383","9,383","484","683","1,041","965","1,265","1,888","1,869","844","302","39","3"
"경상남도 창원시 마산회원구 구암2동(4812761000)","9,877","9,877","577","838","1,346","1,180","1,452","1,758","1,671","794","232","26","3"
"경상남도 창원시 마산회원구 봉암동(4812762000)","3,464","3,464","162","232","352","425","565","667","637","302","110","9","3"
"경상남도 창원시 진해구 (4812900000)","192,563","192,563","19,992","20,957","20,379","27,967","34,885","28,281","22,682","11,643","5,168","590","19"
"경상남도 창원시 진해구 충무동(4812953000)","17,594","17,594","1,621","1,910","2,156","2,342","3,018","2,244","2,114","1,417","683","85","4"
"경상남도 창원시 진해구 여좌동(4812954000)","8,950","8,950","382","708","899","750","1,269","1,442","1,564","1,242","633","60","1"
"경상남도 창원시 진해구 태백동(4812955000)","5,240","5,240","207","307","526","408","647","949","1,021","764","366","43","2"
"경상남도 창원시 진해구 경화동(4812956000)","11,472","11,472","1,134","1,034","1,151","1,678","1,772","1,838","1,616","853","350","42","4"
"경상남도 창원시 진해구 병암동(4812957000)","7,582","7,582","584","744","794","854","1,290","1,197","1,124","649","315","29","2"
"경상남도 창원시 진해구 석동(4812958000)","17,405","17,405","1,556","2,420","2,211","2,232","3,426","2,677","1,849","728","268","36","2"
"경상남도 창원시 진해구 이동(4812959000)","8,607","8,607","408","550","1,012","1,054","1,314","1,544","1,597","787","300","41","0"
"경상남도 창원시 진해구 자은동(4812960000)","21,647","21,647","2,541","2,240","2,409","3,400","3,775","3,427","2,424","952","431","47","1"
"경상남도 창원시 진해구 덕산동(4812961000)","10,279","10,279","1,107","1,216","1,147","1,421","1,725","1,407","1,261","666","305","24","0"
"경상남도 창원시 진해구 풍호동(4812962000)","26,288","26,288","3,716","3,188","2,325","4,297","4,926","3,522","2,715","1,083","467","48","1"
"경상남도 창원시 진해구 웅천동(4812963000)","12,499","12,499","1,810","907","1,268","2,511","1,965","1,708","1,330","632","328","39","1"
"경상남도 창원시 진해구 웅동1동(4812964000)","6,538","6,538","573","711","596","758","1,131","1,100","943","450","239","37","0"
"경상남도 창원시 진해구 웅동2동(4812965000)","38,462","38,462","4,353","5,022","3,885","6,262","8,627","5,226","3,124","1,420","483","59","1"
"경상남도 진주시 (4817000000)","347,462","347,462","28,958","35,693","44,781","42,182","54,675","57,794","44,060","25,437","12,108","1,683","91"
"경상남도 진주시 문산읍(4817025000)","8,445","8,445","681","690","837","990","1,114","1,457","1,338","808","450","78","2"
"경상남도 진주시 내동면(4817031000)","4,194","4,194","393","472","419","433","697","682","556","330","181","28","3"
"경상남도 진주시 정촌면(4817032000)","7,717","7,717","868","478","988","1,472","1,055","1,204","902","459","237","50","4"
"경상남도 진주시 금곡면(4817033000)","2,281","2,281","43","119","171","136","186","403","460","421","292","50","0"
"경상남도 진주시 진성면(4817035000)","1,969","1,969","48","62","140","132","164","369","465","297","253","37","2"
"경상남도 진주시 일반성면(4817036000)","2,655","2,655","106","198","219","198","309","488","495","368","246","27","1"
"경상남도 진주시 이반성면(4817037000)","1,624","1,624","25","49","77","71","116","293","397","328","233","35","0"
"경상남도 진주시 사봉면(4817038000)","1,522","1,522","35","53","77","83","156","230","340","313","209","26","0"
"경상남도 진주시 지수면(4817039000)","1,494","1,494","39","75","103","75","164","258","292","261","187","39","1"
"경상남도 진주시 대곡면(4817040000)","3,318","3,318","66","166","221","189","301","593","675","604","432","68","3"
"경상남도 진주시 금산면(4817041000)","21,581","21,581","2,308","2,898","2,316","2,587","3,949","3,391","2,305","1,168","584","74","1"
"경상남도 진주시 집현면(4817042000)","4,826","4,826","271","420","444","421","661","899","791","547","326","45","1"
"경상남도 진주시 미천면(4817043000)","1,656","1,656","18","64","90","61","131","302","365","334","257","33","1"
"경상남도 진주시 명석면(4817044000)","4,100","4,100","149","209","360","241","442","802","930","585","333","46","3"
"경상남도 진주시 대평면(4817045000)","1,100","1,100","27","47","113","56","103","200","240","164","126","23","1"
"경상남도 진주시 수곡면(4817046000)","2,240","2,240","58","110","141","106","234","428","475","368","294","25","1"
"경상남도 진주시 천전동(4817051500)","28,187","28,187","1,692","2,624","4,288","2,814","4,101","4,670","3,938","2,717","1,167","160","16"
"경상남도 진주시 성북동(4817055500)","10,945","10,945","505","766","1,426","1,317","1,606","1,839","1,850","1,089","467","73","7"
"경상남도 진주시 중앙동(4817056500)","11,586","11,586","395","706","1,147","916","1,473","2,087","2,359","1,722","679","85","17"
"경상남도 진주시 상봉동(4817059500)","14,578","14,578","674","1,137","1,880","1,416","2,010","2,729","2,435","1,559","659","76","3"
"경상남도 진주시 상대동(4817067300)","20,355","20,355","1,151","1,693","2,971","2,292","2,963","3,740","3,085","1,754","640","65","1"
"경상남도 진주시 하대동(4817067800)","25,569","25,569","1,520","2,692","3,915","2,744","3,915","5,168","3,408","1,507","617","80","3"
"경상남도 진주시 상평동(4817068000)","12,074","12,074","817","1,133","1,549","1,472","1,837","2,147","1,830","920","324","43","2"
"경상남도 진주시 초장동(4817069500)","27,194","27,194","3,524","4,070","3,369","3,873","5,348","3,995","1,776","824","364","44","7"
"경상남도 진주시 평거동(4817071000)","28,424","28,424","2,270","3,697","4,209","3,124","4,963","5,233","2,730","1,383","711","104","0"
"경상남도 진주시 신안동(4817071500)","12,096","12,096","686","1,178","1,699","1,235","1,678","2,174","1,913","999","467","66","1"
"경상남도 진주시 이현동(4817072000)","12,426","12,426","742","1,321","1,659","1,150","1,860","2,422","1,838","992","377","60","5"
"경상남도 진주시 판문동(4817073000)","21,830","21,830","2,669","3,028","2,396","2,829","4,168","3,237","2,083","978","392","49","1"
"경상남도 진주시 가호동(4817074000)","25,954","25,954","2,384","2,707","4,799","3,941","4,118","3,778","2,493","1,213","455","64","2"
"경상남도 진주시 충무공동(4817075000)","25,522","25,522","4,794","2,831","2,758","5,808","4,853","2,576","1,296","425","149","30","2"
"경상남도 통영시 (4822000000)","129,711","129,711","10,251","12,922","11,433","14,689","21,587","22,779","19,706","11,090","4,613","614","27"
"경상남도 통영시 산양읍(4822025000)","4,773","4,773","133","216","331","336","569","962","1,028","729","409","58","2"
"경상남도 통영시 용남면(4822031000)","12,831","12,831","1,335","1,436","1,096","1,555","2,269","2,145","1,560","921","439","74","1"
"경상남도 통영시 도산면(4822033000)","2,954","2,954","72","133","177","163","283","530","738","539","282","37","0"
"경상남도 통영시 광도면(4822034000)","31,224","31,224","4,014","3,959","2,717","4,961","6,439","4,500","2,795","1,259","503","77","0"
"경상남도 통영시 욕지면(4822035000)","2,048","2,048","49","103","117","127","273","418","467","309","167","18","0"
"경상남도 통영시 한산면(4822036000)","2,051","2,051","36","58","92","93","186","349","456","464","287","28","2"
"경상남도 통영시 사량면(4822037000)","1,517","1,517","20","38","72","78","121","323","369","282","191","21","2"
"경상남도 통영시 도천동(4822051000)","9,056","9,056","437","831","919","781","1,317","1,743","1,600","1,006","373","46","3"
"경상남도 통영시 명정동(4822053000)","3,086","3,086","103","191","232","197","386","614","660","494","183","24","2"
"경상남도 통영시 중앙동(4822055000)","4,144","4,144","140","244","301","303","569","851","899","583","230","23","1"
"경상남도 통영시 정량동(4822059000)","9,143","9,143","523","664","725","932","1,385","1,832","1,752","964","326","37","3"
"경상남도 통영시 북신동(4822060000)","10,791","10,791","740","996","1,007","1,183","1,629","1,867","1,970","1,009","336","49","5"
"경상남도 통영시 미수동(4822066500)","11,541","11,541","973","1,411","1,072","1,236","2,008","2,055","1,756","737","259","33","1"
"경상남도 통영시 봉평동(4822067000)","10,538","10,538","550","981","976","1,037","1,534","2,089","1,858","1,047","403","59","4"
"경상남도 통영시 무전동(4822070000)","14,014","14,014","1,126","1,661","1,599","1,707","2,619","2,501","1,798","747","225","30","1"
"경상남도 사천시 (4824000000)","111,184","111,184","8,434","10,368","10,852","12,260","17,789","18,511","15,862","10,721","5,580","780","27"
"경상남도 사천시 사천읍(4824025000)","18,682","18,682","1,533","1,978","2,393","2,545","3,354","3,102","1,924","1,125","624","97","7"
"경상남도 사천시 정동면(4824031000)","10,680","10,680","1,075","1,293","1,128","1,304","1,965","1,667","1,077","710","396","65","0"
"경상남도 사천시 사남면(4824032000)","16,096","16,096","2,127","2,051","1,631","2,624","3,097","1,903","1,284","856","460","62","1"
"경상남도 사천시 용현면(4824033000)","7,840","7,840","723","643","549","972","1,239","1,260","1,192","774","422","65","1"
"경상남도 사천시 축동면(4824034000)","1,654","1,654","49","56","127","99","186","300","384","244","188","21","0"
"경상남도 사천시 곤양면(4824035000)","3,530","3,530","106","169","289","206","358","633","728","610","385","43","3"
"경상남도 사천시 곤명면(4824036000)","2,914","2,914","84","97","174","155","279","547","665","516","355","40","2"
"경상남도 사천시 서포면(4824037000)","3,562","3,562","70","147","269","162","343","709","763","651","381","66","1"
"경상남도 사천시 동서동(4824051000)","6,336","6,336","185","323","427","470","760","1,129","1,422","1,082","468","68","2"
"경상남도 사천시 선구동(4824052000)","5,313","5,313","243","339","501","480","729","1,004","998","669","313","37","0"
"경상남도 사천시 동서금동(4824053000)","6,343","6,343","438","480","572","679","989","1,082","1,059","732","273","33","6"
"경상남도 사천시 벌용동(4824055000)","15,614","15,614","1,117","1,690","1,642","1,475","2,542","2,916","2,216","1,343","610","62","1"
"경상남도 사천시 향촌동(4824057000)","6,882","6,882","348","659","668","585","1,163","1,302","1,095","678","325","58","1"
"경상남도 사천시 남양동(4824059500)","5,461","5,461","329","435","472","486","753","910","992","664","355","63","2"
"경상남도 사천시 신수출장소(4824089000)","277","277","7","8","10","18","32","47","63","67","25","0","0"
"경상남도 김해시 (4825000000)","542,842","542,842","50,948","61,997","69,089","71,595","99,301","95,719","55,719","25,911","11,133","1,352","78"
"경상남도 김해시 진영읍(4825025000)","55,700","55,700","6,693","5,936","5,445","9,150","10,677","8,205","5,661","2,624","1,148","152","9"
"경상남도 김해시 주촌면(4825032000)","17,954","17,954","2,740","1,278","2,246","4,115","2,788","2,681","1,346","458","269","33","0"
"경상남도 김해시 진례면(4825033000)","6,694","6,694","238","357","642","554","856","1,529","1,319","757","380","61","1"
"경상남도 김해시 한림면(4825034000)","7,811","7,811","207","366","672","607","772","1,690","1,806","1,026","591","73","1"
"경상남도 김해시 생림면(4825035000)","3,809","3,809","78","125","321","258","357","859","900","598","279","33","1"
"경상남도 김해시 상동면(4825036000)","3,229","3,229","86","160","290","254","353","743","778","385","144","33","3"
"경상남도 김해시 대동면(4825037000)","6,294","6,294","180","225","490","452","604","1,186","1,704","949","435","67","2"
"경상남도 김해시 동상동(4825051000)","10,050","10,050","583","729","1,331","1,303","1,437","2,046","1,547","734","298","37","5"
"경상남도 김해시 회현동(4825052000)","9,578","9,578","659","596","1,168","1,252","1,280","1,822","1,555","867","336","38","5"
"경상남도 김해시 부원동(4825053000)","10,203","10,203","641","685","1,469","1,269","1,478","2,136","1,520","700","269","30","6"
"경상남도 김해시 내외동(4825054000)","74,431","74,431","5,007","8,085","12,443","8,439","12,336","16,140","7,246","3,131","1,429","166","9"
"경상남도 김해시 북부동(4825055000)","80,679","80,679","7,630","10,740","10,829","9,838","15,676","14,453","7,073","2,981","1,300","153","6"
"경상남도 김해시 칠산서부동(4825056500)","9,578","9,578","555","727","1,275","997","1,370","2,029","1,543","728","323","30","1"
"경상남도 김해시 활천동(4825058000)","41,179","41,179","2,733","3,955","6,273","4,587","6,674","8,764","5,022","2,224","845","91","11"
"경상남도 김해시 삼안동(4825059000)","34,168","34,168","1,715","3,296","5,829","3,152","5,283","7,652","4,402","1,904","845","86","4"
"경상남도 김해시 불암동(4825060000)","7,894","7,894","580","800","1,027","842","1,298","1,546","1,088","498","188","22","5"
"경상남도 김해시 장유1동(4825061000)","56,167","56,167","5,627","8,099","6,764","7,075","12,075","8,845","4,366","2,250","957","102","7"
"경상남도 김해시 장유2동(4825062000)","36,818","36,818","3,886","5,257","4,322","4,963","7,867","5,825","2,806","1,329","500","63","0"
"경상남도 김해시 장유3동(4825063000)","70,606","70,606","11,110","10,581","6,253","12,488","16,120","7,568","4,037","1,768","597","82","2"
"경상남도 밀양시 (4827000000)","105,133","105,133","5,809","7,996","9,225","9,117","13,133","19,056","20,522","12,510","6,842","879","44"
"경상남도 밀양시 삼랑진읍(4827025000)","5,438","5,438","150","251","352","333","530","1,031","1,367","905","451","66","2"
"경상남도 밀양시 삼랑진임천출장소(4827025100)","1,284","1,284","21","48","111","69","106","232","322","216","139","20","0"
"경상남도 밀양시 하남읍(4827025300)","7,243","7,243","298","440","516","524","798","1,335","1,580","1,057","620","68","7"
"경상남도 밀양시 부북면(4827031000)","5,298","5,298","141","258","379","356","491","1,049","1,292","784","479","68","1"
"경상남도 밀양시 상동면(4827032000)","3,118","3,118","69","95","171","163","215","572","902","551","332","48","0"
"경상남도 밀양시 산외면(4827033000)","2,873","2,873","70","134","197","169","273","572","692","480","250","33","3"
"경상남도 밀양시 산내면(4827034000)","3,953","3,953","101","210","219","196","376","757","1,024","674","354","41","1"
